Sensor name;Date;dX;dY
Tilt 1;09.08.2021 01:00:04;-1.060;0.042
Tilt 1;09.08.2021 02:00:05;-1.060;0.042
Tilt 1;09.08.2021 03:00:04;-1.060;0.042
Tilt 1;09.08.2021 04:00:06;-1.060;0.044
Tilt 1;09.08.2021 05:00:04;-1.062;0.042
Tilt 1;09.08.2021 06:00:05;-1.062;0.042
Tilt 1;09.08.2021 07:00:05;-1.060;0.041
Tilt 1;09.08.2021 08:00:06;-1.060;0.039
Tilt 1;09.08.2021 09:00:04;-1.060;0.039
Tilt 1;09.08.2021 10:00:05;-1.058;0.039
Tilt 1;09.08.2021 11:00:05;-1.060;0.037
Tilt 1;09.08.2021 12:00:06;-1.060;0.037
Tilt 1;09.08.2021 13:00:04;-1.060;0.035
Tilt 1;09.08.2021 14:00:05;-1.058;0.035
Tilt 1;09.08.2021 15:00:05;-1.058;0.035
Tilt 1;09.08.2021 16:00:07;-1.058;0.037
Tilt 1;09.08.2021 17:00:04;-1.058;0.039
Tilt 1;09.08.2021 18:00:04;-1.058;0.039
Tilt 1;09.08.2021 19:00:04;-1.058;0.039
Tilt 1;09.08.2021 20:00:27;-1.058;0.041
Tilt 1;09.08.2021 21:00:05;-1.060;0.039
Tilt 1;09.08.2021 22:00:04;-1.058;0.041
Tilt 1;09.08.2021 23:00:05;-1.060;0.042
Tilt 1;10.08.2021 00:00:07;-1.058;0.042
Tilt 1;10.08.2021 01:00:05;-1.060;0.042
Tilt 1;10.08.2021 02:00:04;-1.060;0.042
Tilt 1;10.08.2021 03:00:04;-1.062;0.042
Tilt 1;10.08.2021 04:00:06;-1.060;0.042
Tilt 1;10.08.2021 05:00:04;-1.060;0.042
Tilt 1;10.08.2021 06:00:05;-1.060;0.042
Tilt 1;10.08.2021 07:00:04;-1.058;0.041
Tilt 1;10.08.2021 08:00:06;-1.058;0.041
Tilt 1;10.08.2021 09:00:04;-1.058;0.039
Tilt 1;10.08.2021 10:00:05;-1.060;0.039
Tilt 1;10.08.2021 11:00:05;-1.058;0.035
Tilt 1;10.08.2021 12:00:38;-1.058;0.037
Tilt 1;10.08.2021 13:00:04;-1.054;0.035
Tilt 1;10.08.2021 14:00:05;-1.056;0.035
Tilt 1;10.08.2021 15:00:05;-1.056;0.033
Tilt 1;10.08.2021 16:00:07;-1.056;0.033
Tilt 1;10.08.2021 17:00:04;-1.054;0.037
Tilt 1;10.08.2021 18:00:04;-1.054;0.035
Tilt 1;10.08.2021 19:00:04;-1.056;0.037
Tilt 1;10.08.2021 20:00:07;-1.056;0.039
Tilt 1;10.08.2021 21:00:05;-1.060;0.039
Tilt 1;10.08.2021 22:00:04;-1.060;0.039
Tilt 1;10.08.2021 23:00:04;-1.060;0.041
Tilt 1;11.08.2021 00:00:07;-1.058;0.041
Tilt 1;11.08.2021 01:00:05;-1.056;0.042
Tilt 1;11.08.2021 02:00:05;-1.060;0.042
Tilt 1;11.08.2021 03:00:04;-1.060;0.041
Tilt 1;11.08.2021 04:00:07;-1.060;0.042
Tilt 1;11.08.2021 05:00:05;-1.060;0.042
Tilt 1;11.08.2021 06:00:04;-1.062;0.042
Tilt 1;11.08.2021 07:00:04;-1.062;0.041
Tilt 1;11.08.2021 08:00:07;-1.060;0.042
Tilt 1;11.08.2021 09:00:04;-1.064;0.039
Tilt 1;11.08.2021 10:00:05;-1.066;0.035
Tilt 1;11.08.2021 11:00:04;-1.062;0.033
Tilt 1;11.08.2021 12:00:06;-1.058;0.033
Tilt 1;11.08.2021 13:00:04;-1.053;0.035
Tilt 1;11.08.2021 14:00:05;-1.053;0.033
Tilt 1;11.08.2021 15:00:05;-1.051;0.035
Tilt 1;11.08.2021 16:00:27;-1.054;0.031
Tilt 1;11.08.2021 17:00:04;-1.051;0.037
Tilt 1;11.08.2021 18:00:04;-1.053;0.039
Tilt 1;11.08.2021 19:00:05;-1.049;0.039
Tilt 1;11.08.2021 20:00:07;-1.053;0.039
Tilt 1;11.08.2021 21:00:04;-1.054;0.039
Tilt 1;11.08.2021 22:00:04;-1.056;0.039
Tilt 1;11.08.2021 23:00:05;-1.056;0.039
Tilt 1;12.08.2021 00:00:07;-1.056;0.039
Tilt 1;12.08.2021 01:00:04;-1.058;0.041
Tilt 1;12.08.2021 02:00:04;-1.060;0.042
Tilt 1;12.08.2021 03:00:05;-1.058;0.041
Tilt 1;12.08.2021 04:00:07;-1.060;0.041
Tilt 1;12.08.2021 05:00:05;-1.060;0.042
Tilt 1;12.08.2021 06:00:04;-1.060;0.041
Tilt 1;12.08.2021 07:00:05;-1.060;0.039
Tilt 1;12.08.2021 08:00:07;-1.060;0.037
Tilt 1;12.08.2021 09:00:05;-1.058;0.037
Tilt 1;12.08.2021 10:00:04;-1.058;0.033
Tilt 1;12.08.2021 11:00:04;-1.056;0.035
Tilt 1;12.08.2021 12:00:07;-1.058;0.033
Tilt 1;12.08.2021 13:00:05;-1.056;0.035
Tilt 1;12.08.2021 14:00:04;-1.056;0.033
Tilt 1;12.08.2021 15:00:04;-1.054;0.033
Tilt 1;12.08.2021 16:00:06;-1.056;0.035
Tilt 1;12.08.2021 17:00:04;-1.056;0.035
Tilt 1;12.08.2021 18:00:05;-1.056;0.033
Tilt 1;12.08.2021 19:00:05;-1.056;0.035
Tilt 1;12.08.2021 20:00:06;-1.060;0.037
Tilt 1;12.08.2021 21:00:04;-1.058;0.039
Tilt 1;12.08.2021 22:00:04;-1.056;0.037
Tilt 1;12.08.2021 23:00:05;-1.058;0.039
Tilt 1;13.08.2021 00:00:06;-1.060;0.039
Tilt 1;13.08.2021 01:00:04;-1.058;0.039
Tilt 1;13.08.2021 02:00:05;-1.060;0.042
Tilt 1;13.08.2021 03:00:04;-1.060;0.042
Tilt 1;13.08.2021 04:00:07;-1.060;0.042
Tilt 1;13.08.2021 05:00:04;-1.062;0.042
Tilt 1;13.08.2021 06:00:04;-1.062;0.042
Tilt 1;13.08.2021 07:00:04;-1.060;0.041
Tilt 1;13.08.2021 08:00:07;-1.060;0.039
Tilt 1;13.08.2021 09:00:05;-1.060;0.037
Tilt 1;13.08.2021 10:00:04;-1.058;0.037
Tilt 1;13.08.2021 11:00:04;-1.060;0.035
Tilt 1;13.08.2021 12:00:07;-1.058;0.037
Tilt 1;13.08.2021 13:00:05;-1.058;0.039
Tilt 1;13.08.2021 14:00:05;-1.058;0.037
Tilt 1;13.08.2021 15:00:04;-1.058;0.039
Tilt 1;13.08.2021 16:00:06;-1.058;0.039
Tilt 1;13.08.2021 17:00:04;-1.060;0.039
Tilt 1;13.08.2021 18:00:04;-1.060;0.042
Tilt 1;13.08.2021 19:00:05;-1.060;0.042
Tilt 1;13.08.2021 20:00:06;-1.060;0.042
Tilt 1;13.08.2021 21:00:04;-1.060;0.042
Tilt 1;13.08.2021 22:00:04;-1.062;0.044
Tilt 1;13.08.2021 23:00:05;-1.060;0.044
Tilt 1;14.08.2021 00:00:07;-1.060;0.044
Tilt 1;14.08.2021 01:00:04;-1.062;0.044
Tilt 1;14.08.2021 02:00:04;-1.062;0.044
Tilt 1;14.08.2021 03:00:05;-1.062;0.044
Tilt 1;14.08.2021 04:00:07;-1.062;0.044
Tilt 1;14.08.2021 05:00:05;-1.060;0.044
Tilt 1;14.08.2021 06:00:04;-1.060;0.044
Tilt 1;14.08.2021 07:00:04;-1.060;0.044
Tilt 1;14.08.2021 08:00:07;-1.062;0.042
Tilt 1;14.08.2021 09:00:05;-1.060;0.042
Tilt 1;14.08.2021 10:00:04;-1.060;0.042
Tilt 1;14.08.2021 11:00:04;-1.060;0.041
Tilt 1;14.08.2021 12:00:07;-1.060;0.039
Tilt 1;14.08.2021 13:00:04;-1.060;0.041
Tilt 1;14.08.2021 14:00:05;-1.058;0.041
Tilt 1;14.08.2021 15:00:04;-1.056;0.039
Tilt 1;14.08.2021 16:00:06;-1.058;0.041
Tilt 1;14.08.2021 17:00:04;-1.058;0.042
Tilt 1;14.08.2021 18:00:04;-1.058;0.042
Tilt 1;14.08.2021 19:00:05;-1.060;0.042
Tilt 1;14.08.2021 20:00:06;-1.060;0.042
Tilt 1;14.08.2021 21:00:04;-1.060;0.044
Tilt 1;14.08.2021 22:00:04;-1.060;0.044
Tilt 1;14.08.2021 23:00:05;-1.058;0.044
Tilt 1;15.08.2021 00:00:07;-1.060;0.046
Tilt 1;15.08.2021 01:00:04;-1.062;0.046
Tilt 1;15.08.2021 02:00:04;-1.060;0.044
Tilt 1;15.08.2021 03:00:05;-1.062;0.044
Tilt 1;15.08.2021 04:00:07;-1.062;0.046
Tilt 1;15.08.2021 05:00:04;-1.060;0.046
Tilt 1;15.08.2021 06:00:04;-1.062;0.046
Tilt 1;15.08.2021 07:00:05;-1.064;0.044
Tilt 1;15.08.2021 08:00:26;-1.062;0.044
Tilt 1;15.08.2021 09:00:05;-1.062;0.046
Tilt 1;15.08.2021 10:00:04;-1.060;0.044
Tilt 1;15.08.2021 11:00:04;-1.062;0.044
Tilt 1;15.08.2021 12:00:07;-1.062;0.042
Tilt 1;15.08.2021 13:00:05;-1.062;0.042
Tilt 1;15.08.2021 14:00:05;-1.060;0.044
Tilt 1;15.08.2021 15:00:04;-1.060;0.042
Tilt 1;15.08.2021 16:00:06;-1.060;0.042
Tilt 1;15.08.2021 17:00:04;-1.060;0.042
Tilt 1;15.08.2021 18:00:05;-1.060;0.042
Tilt 1;15.08.2021 19:00:04;-1.060;0.044
Tilt 1;15.08.2021 20:00:25;-1.060;0.046
Tilt 1;15.08.2021 21:00:04;-1.058;0.044
Tilt 1;15.08.2021 22:00:05;-1.060;0.044
Tilt 1;15.08.2021 23:00:05;-1.062;0.044
Tilt 1;16.08.2021 00:00:06;-1.062;0.044
Tilt 1;16.08.2021 01:00:04;-1.060;0.048
Tilt 1;16.08.2021 02:00:05;-1.062;0.048
Tilt 1;16.08.2021 03:00:05;-1.060;0.048
Tilt 1;16.08.2021 04:00:06;-1.060;0.050
Tilt 1;16.08.2021 05:00:04;-1.062;0.048
Tilt 1;16.08.2021 06:00:05;-1.062;0.048
Tilt 1;16.08.2021 07:00:04;-1.064;0.048
Tilt 1;16.08.2021 08:00:07;-1.062;0.044
Tilt 1;16.08.2021 09:00:04;-1.062;0.044
Tilt 1;16.08.2021 10:00:04;-1.062;0.042
Tilt 1;16.08.2021 11:00:04;-1.062;0.042
Tilt 1;16.08.2021 12:00:07;-1.062;0.039
Tilt 1;16.08.2021 13:00:04;-1.060;0.039
Tilt 1;16.08.2021 14:00:04;-1.060;0.039
Tilt 1;16.08.2021 15:00:04;-1.060;0.039
Tilt 1;16.08.2021 16:00:27;-1.060;0.039
Tilt 1;16.08.2021 17:00:05;-1.060;0.041
Tilt 1;16.08.2021 18:00:05;-1.060;0.041
Tilt 1;16.08.2021 19:00:04;-1.060;0.041
Tilt 1;16.08.2021 20:00:06;-1.062;0.042
Tilt 1;16.08.2021 21:00:04;-1.062;0.042
Tilt 1;16.08.2021 22:00:05;-1.062;0.044
Tilt 1;16.08.2021 23:00:05;-1.062;0.042
Tilt 1;17.08.2021 00:00:06;-1.062;0.046
Tilt 1;17.08.2021 01:00:04;-1.062;0.046
Tilt 1;17.08.2021 02:00:04;-1.060;0.046
Tilt 1;17.08.2021 03:00:05;-1.064;0.048
Tilt 1;17.08.2021 04:00:06;-1.064;0.048
Tilt 1;17.08.2021 05:00:04;-1.064;0.048
Tilt 1;17.08.2021 06:00:05;-1.066;0.046
Tilt 1;17.08.2021 07:00:04;-1.066;0.048
Tilt 1;17.08.2021 08:00:07;-1.066;0.048
Tilt 1;17.08.2021 09:00:04;-1.069;0.042
Tilt 1;17.08.2021 10:00:04;-1.067;0.039
Tilt 1;17.08.2021 11:00:04;-1.066;0.039
Tilt 1;17.08.2021 12:00:07;-1.064;0.039
Tilt 1;17.08.2021 13:00:05;-1.062;0.035
Tilt 1;17.08.2021 14:00:04;-1.060;0.035
Tilt 1;17.08.2021 15:00:04;-1.062;0.035
Tilt 1;17.08.2021 16:00:07;-1.062;0.033
Tilt 1;17.08.2021 17:00:05;-1.060;0.033
Tilt 1;17.08.2021 18:00:05;-1.060;0.035
Tilt 1;17.08.2021 19:00:04;-1.058;0.035
Tilt 1;17.08.2021 20:00:27;-1.058;0.039
Tilt 1;17.08.2021 21:00:04;-1.060;0.039
Tilt 1;17.08.2021 22:00:05;-1.058;0.041
Tilt 1;17.08.2021 23:00:05;-1.058;0.042
Tilt 1;18.08.2021 00:00:06;-1.062;0.042
Tilt 1;18.08.2021 01:00:04;-1.060;0.042
Tilt 1;18.08.2021 02:00:05;-1.060;0.042
Tilt 1;18.08.2021 03:00:05;-1.060;0.042
Tilt 1;18.08.2021 04:00:06;-1.060;0.044
Tilt 1;18.08.2021 05:00:04;-1.062;0.044
Tilt 1;18.08.2021 06:00:05;-1.060;0.044
Tilt 1;18.08.2021 07:00:05;-1.060;0.044
Tilt 1;18.08.2021 08:00:06;-1.060;0.044
Tilt 1;18.08.2021 09:00:04;-1.060;0.044
Tilt 1;18.08.2021 10:00:05;-1.060;0.044
Tilt 1;18.08.2021 11:00:04;-1.060;0.044
Tilt 1;18.08.2021 12:00:07;-1.060;0.044
Tilt 1;18.08.2021 13:00:04;-1.060;0.042
Tilt 1;18.08.2021 14:00:04;-1.060;0.044
Tilt 1;18.08.2021 15:00:04;-1.058;0.042
Tilt 1;18.08.2021 16:00:07;-1.060;0.039
Tilt 1;18.08.2021 17:00:05;-1.060;0.041
Tilt 1;18.08.2021 18:00:05;-1.060;0.042
Tilt 1;18.08.2021 19:00:04;-1.060;0.042
Tilt 1;18.08.2021 20:00:06;-1.060;0.044
Tilt 1;18.08.2021 21:00:04;-1.062;0.044
Tilt 1;18.08.2021 22:00:04;-1.060;0.044
Tilt 1;18.08.2021 23:00:05;-1.060;0.046
Tilt 1;19.08.2021 00:00:06;-1.062;0.046
Tilt 1;19.08.2021 01:00:04;-1.062;0.046
Tilt 1;19.08.2021 02:00:04;-1.060;0.048
Tilt 1;19.08.2021 03:00:05;-1.062;0.048
Tilt 1;19.08.2021 04:00:07;-1.062;0.048
Tilt 1;19.08.2021 05:00:04;-1.062;0.048
Tilt 1;19.08.2021 06:00:04;-1.062;0.048
Tilt 1;19.08.2021 07:00:05;-1.062;0.046
Tilt 1;19.08.2021 08:00:07;-1.064;0.046
Tilt 1;19.08.2021 09:00:04;-1.062;0.044
Tilt 1;19.08.2021 10:00:04;-1.062;0.044
Tilt 1;19.08.2021 11:00:05;-1.062;0.042
Tilt 1;19.08.2021 12:00:07;-1.060;0.042
Tilt 1;19.08.2021 13:00:04;-1.060;0.042
Tilt 1;19.08.2021 14:00:04;-1.058;0.039
Tilt 1;19.08.2021 15:00:05;-1.058;0.039
Tilt 1;19.08.2021 16:00:07;-1.058;0.041
Tilt 1;19.08.2021 17:00:05;-1.054;0.042
Tilt 1;19.08.2021 18:00:05;-1.056;0.042
Tilt 1;19.08.2021 19:00:04;-1.056;0.042
Tilt 1;19.08.2021 20:00:06;-1.058;0.044
Tilt 1;19.08.2021 21:00:04;-1.058;0.044
Tilt 1;19.08.2021 22:00:05;-1.058;0.044
Tilt 1;19.08.2021 23:00:04;-1.060;0.044
Tilt 1;20.08.2021 00:00:06;-1.060;0.046
Tilt 1;20.08.2021 01:00:04;-1.058;0.048
Tilt 1;20.08.2021 02:00:04;-1.060;0.046
Tilt 1;20.08.2021 03:00:05;-1.062;0.046
Tilt 1;20.08.2021 04:00:06;-1.062;0.048
Tilt 1;20.08.2021 05:00:04;-1.062;0.048
Tilt 1;20.08.2021 06:00:05;-1.062;0.048
Tilt 1;20.08.2021 07:00:05;-1.062;0.046
Tilt 1;20.08.2021 08:00:07;-1.062;0.046
Tilt 1;20.08.2021 09:00:04;-1.064;0.044
Tilt 1;20.08.2021 10:00:04;-1.064;0.042
Tilt 1;20.08.2021 11:00:04;-1.062;0.042
Tilt 1;20.08.2021 12:00:07;-1.062;0.042
Tilt 1;20.08.2021 13:00:05;-1.053;0.044
Tilt 1;20.08.2021 14:00:04;-1.054;0.044
Tilt 1;20.08.2021 15:00:05;-1.053;0.044
Tilt 1;20.08.2021 16:00:07;-1.053;0.044
Tilt 1;20.08.2021 17:00:05;-1.053;0.048
Tilt 1;20.08.2021 18:00:05;-1.049;0.048
Tilt 1;20.08.2021 19:00:04;-1.056;0.044
Tilt 1;20.08.2021 20:00:07;-1.056;0.044
Tilt 1;20.08.2021 21:00:04;-1.060;0.044
Tilt 1;20.08.2021 22:00:05;-1.060;0.048
Tilt 1;20.08.2021 23:00:04;-1.062;0.048
Tilt 1;21.08.2021 00:00:06;-1.062;0.048
Tilt 1;21.08.2021 01:00:04;-1.060;0.048
Tilt 1;21.08.2021 02:00:05;-1.062;0.048
Tilt 1;21.08.2021 03:00:04;-1.060;0.048
Tilt 1;21.08.2021 04:00:06;-1.062;0.046
Tilt 1;21.08.2021 05:00:04;-1.062;0.048
Tilt 1;21.08.2021 06:00:04;-1.062;0.048
Tilt 1;21.08.2021 07:00:05;-1.062;0.048
Tilt 1;21.08.2021 08:00:06;-1.064;0.046
Tilt 1;21.08.2021 09:00:04;-1.066;0.044
Tilt 1;21.08.2021 10:00:05;-1.067;0.042
Tilt 1;21.08.2021 11:00:05;-1.066;0.039
Tilt 1;21.08.2021 12:00:07;-1.062;0.039
Tilt 1;21.08.2021 13:00:04;-1.064;0.035
Tilt 1;21.08.2021 14:00:04;-1.060;0.035
Tilt 1;21.08.2021 15:00:04;-1.058;0.035
Tilt 1;21.08.2021 16:00:07;-1.060;0.035
Tilt 1;21.08.2021 17:00:05;-1.060;0.035
Tilt 1;21.08.2021 18:00:04;-1.054;0.039
Tilt 1;21.08.2021 19:00:04;-1.047;0.050
Tilt 1;21.08.2021 20:00:07;-1.054;0.044
Tilt 1;21.08.2021 21:00:05;-1.058;0.044
Tilt 1;21.08.2021 22:00:04;-1.056;0.046
Tilt 1;21.08.2021 23:00:04;-1.058;0.044
Tilt 1;22.08.2021 00:00:07;-1.060;0.048
Tilt 1;22.08.2021 01:00:05;-1.058;0.048
Tilt 1;22.08.2021 02:00:04;-1.060;0.048
Tilt 1;22.08.2021 03:00:04;-1.060;0.048
Tilt 1;22.08.2021 04:00:06;-1.060;0.050
Tilt 1;22.08.2021 05:00:04;-1.060;0.050
Tilt 1;22.08.2021 06:00:05;-1.060;0.052
Tilt 1;22.08.2021 07:00:04;-1.062;0.050
Tilt 1;22.08.2021 08:00:06;-1.064;0.048
Tilt 1;22.08.2021 09:00:04;-1.066;0.044
Tilt 1;22.08.2021 10:00:05;-1.069;0.042
Tilt 1;22.08.2021 11:00:05;-1.066;0.039
Tilt 1;22.08.2021 12:00:26;-1.066;0.039
Tilt 1;22.08.2021 13:00:04;-1.062;0.035
Tilt 1;22.08.2021 14:00:05;-1.060;0.035
Tilt 1;22.08.2021 15:00:05;-1.060;0.033
Tilt 1;22.08.2021 16:00:06;-1.060;0.035
Tilt 1;22.08.2021 17:00:04;-1.060;0.035
Tilt 1;22.08.2021 18:00:04;-1.060;0.035
Tilt 1;22.08.2021 19:00:04;-1.051;0.048
Tilt 1;22.08.2021 20:00:27;-1.054;0.046
Tilt 1;22.08.2021 21:00:05;-1.058;0.046
Tilt 1;22.08.2021 22:00:04;-1.056;0.044
Tilt 1;22.08.2021 23:00:05;-1.060;0.046
Tilt 1;23.08.2021 00:00:07;-1.062;0.044
Tilt 1;23.08.2021 01:00:05;-1.060;0.048
Tilt 1;23.08.2021 02:00:04;-1.060;0.048
Tilt 1;23.08.2021 03:00:04;-1.062;0.050
Tilt 1;23.08.2021 04:00:07;-1.062;0.048
Tilt 1;23.08.2021 05:00:05;-1.062;0.052
Tilt 1;23.08.2021 06:00:05;-1.060;0.052
Tilt 1;23.08.2021 07:00:04;-1.064;0.050
Tilt 1;23.08.2021 08:00:06;-1.066;0.048
Tilt 1;23.08.2021 09:00:04;-1.066;0.046
Tilt 1;23.08.2021 10:00:05;-1.069;0.042
Tilt 1;23.08.2021 11:00:04;-1.066;0.039
Tilt 1;23.08.2021 12:00:06;-1.066;0.039
Tilt 1;23.08.2021 13:00:04;-1.060;0.041
Tilt 1;23.08.2021 14:00:05;-1.056;0.039
Tilt 1;23.08.2021 15:00:04;-1.060;0.035
Tilt 1;23.08.2021 16:00:06;-1.060;0.035
Tilt 1;23.08.2021 17:00:04;-1.060;0.033
Tilt 1;23.08.2021 18:00:04;-1.058;0.037
Tilt 1;23.08.2021 19:00:05;-1.049;0.048
Tilt 1;23.08.2021 20:00:06;-1.056;0.044
Tilt 1;23.08.2021 21:00:04;-1.058;0.044
Tilt 1;23.08.2021 22:00:04;-1.060;0.044
Tilt 1;23.08.2021 23:00:05;-1.060;0.044
Tilt 1;24.08.2021 00:00:07;-1.062;0.044
Tilt 1;24.08.2021 01:00:04;-1.060;0.046
Tilt 1;24.08.2021 02:00:04;-1.060;0.046
Tilt 1;24.08.2021 03:00:05;-1.062;0.048
Tilt 1;24.08.2021 04:00:06;-1.062;0.048
Tilt 1;24.08.2021 05:00:04;-1.062;0.048
Tilt 1;24.08.2021 06:00:05;-1.062;0.048
Tilt 1;24.08.2021 07:00:04;-1.062;0.044
Tilt 1;24.08.2021 08:00:27;-1.062;0.044
Tilt 1;24.08.2021 09:00:04;-1.060;0.042
Tilt 1;24.08.2021 10:00:04;-1.060;0.042
Tilt 1;24.08.2021 11:00:04;-1.060;0.039
Tilt 1;24.08.2021 12:00:07;-1.060;0.041
Tilt 1;24.08.2021 13:00:05;-1.060;0.041
Tilt 1;24.08.2021 14:00:04;-1.060;0.042
Tilt 1;24.08.2021 15:00:04;-1.060;0.042
Tilt 1;24.08.2021 16:00:07;-1.060;0.041
Tilt 1;24.08.2021 17:00:05;-1.060;0.041
Tilt 1;24.08.2021 18:00:05;-1.060;0.042
Tilt 1;24.08.2021 19:00:04;-1.062;0.044
Tilt 1;24.08.2021 20:00:06;-1.062;0.042
Tilt 1;24.08.2021 21:00:04;-1.060;0.042
Tilt 1;24.08.2021 22:00:05;-1.060;0.042
Tilt 1;24.08.2021 23:00:05;-1.060;0.044
Tilt 1;25.08.2021 00:00:06;-1.060;0.044
Tilt 1;25.08.2021 01:00:04;-1.060;0.044
Tilt 1;25.08.2021 02:00:05;-1.062;0.044
Tilt 1;25.08.2021 03:00:05;-1.062;0.044
Tilt 1;25.08.2021 04:00:06;-1.062;0.044
Tilt 1;25.08.2021 05:00:04;-1.062;0.044
Tilt 1;25.08.2021 06:00:05;-1.060;0.044
Tilt 1;25.08.2021 07:00:04;-1.062;0.044
Tilt 1;25.08.2021 08:00:07;-1.062;0.046
Tilt 1;25.08.2021 09:00:04;-1.062;0.048
Tilt 1;25.08.2021 10:00:04;-1.062;0.046
Tilt 1;25.08.2021 11:00:04;-1.064;0.044
Tilt 1;25.08.2021 12:00:07;-1.066;0.044
Tilt 1;25.08.2021 13:00:05;-1.062;0.044
Tilt 1;25.08.2021 14:00:04;-1.060;0.044
Tilt 1;25.08.2021 15:00:05;-1.060;0.042
Tilt 1;25.08.2021 16:00:39;-1.058;0.044
Tilt 1;25.08.2021 17:00:05;-1.060;0.042
Tilt 1;25.08.2021 18:00:04;-1.049;0.052
Tilt 1;25.08.2021 19:00:04;-1.054;0.050
Tilt 1;25.08.2021 20:00:07;-1.058;0.044
Tilt 1;25.08.2021 21:00:04;-1.058;0.044
Tilt 1;25.08.2021 22:00:05;-1.060;0.044
Tilt 1;25.08.2021 23:00:04;-1.060;0.046
Tilt 1;26.08.2021 00:00:06;-1.060;0.048
Tilt 1;26.08.2021 01:00:04;-1.062;0.048
Tilt 1;26.08.2021 02:00:05;-1.062;0.048
Tilt 1;26.08.2021 03:00:05;-1.062;0.048
Tilt 1;26.08.2021 04:00:26;-1.062;0.048
Tilt 1;26.08.2021 05:00:04;-1.062;0.048
Tilt 1;26.08.2021 06:00:05;-1.064;0.048
Tilt 1;26.08.2021 07:00:05;-1.064;0.050
Tilt 1;26.08.2021 08:00:38;-1.062;0.050
Tilt 1;26.08.2021 09:00:04;-1.064;0.048
Tilt 1;26.08.2021 10:00:04;-1.067;0.046
Tilt 1;26.08.2021 11:00:04;-1.062;0.042
Tilt 1;26.08.2021 12:00:07;-1.062;0.042
Tilt 1;26.08.2021 13:00:04;-1.060;0.041
Tilt 1;26.08.2021 14:00:04;-1.060;0.041
Tilt 1;26.08.2021 15:00:05;-1.056;0.039
Tilt 1;26.08.2021 16:00:07;-1.056;0.042
Tilt 1;26.08.2021 17:00:04;-1.060;0.039
Tilt 1;26.08.2021 18:00:04;-1.054;0.044
Tilt 1;26.08.2021 19:00:04;-1.047;0.052
Tilt 1;26.08.2021 20:00:07;-1.056;0.048
Tilt 1;26.08.2021 21:00:05;-1.060;0.044
Tilt 1;26.08.2021 22:00:05;-1.058;0.044
Tilt 1;26.08.2021 23:00:04;-1.060;0.048
Tilt 1;27.08.2021 00:00:06;-1.060;0.048
Tilt 1;27.08.2021 01:00:04;-1.060;0.050
Tilt 1;27.08.2021 02:00:05;-1.060;0.048
Tilt 1;27.08.2021 03:00:04;-1.060;0.048
Tilt 1;27.08.2021 04:00:06;-1.060;0.048
Tilt 1;27.08.2021 05:00:04;-1.060;0.050
Tilt 1;27.08.2021 06:00:05;-1.062;0.050
Tilt 1;27.08.2021 07:00:05;-1.060;0.050
Tilt 1;27.08.2021 08:00:06;-1.062;0.048
Tilt 1;27.08.2021 09:00:04;-1.062;0.046
Tilt 1;27.08.2021 10:00:05;-1.062;0.044
Tilt 1;27.08.2021 11:00:05;-1.062;0.044
Tilt 1;27.08.2021 12:00:06;-1.060;0.042
Tilt 1;27.08.2021 13:00:04;-1.060;0.042
Tilt 1;27.08.2021 14:00:05;-1.054;0.042
Tilt 1;27.08.2021 15:00:04;-1.056;0.037
Tilt 1;27.08.2021 16:00:28;-1.058;0.037
Tilt 1;27.08.2021 17:00:04;-1.058;0.037
Tilt 1;27.08.2021 18:00:04;-1.051;0.044
Tilt 1;27.08.2021 19:00:04;-1.051;0.046
Tilt 1;27.08.2021 20:00:27;-1.053;0.044
Tilt 1;27.08.2021 21:00:04;-1.056;0.046
Tilt 1;27.08.2021 22:00:04;-1.058;0.046
Tilt 1;27.08.2021 23:00:05;-1.060;0.048
Tilt 1;28.08.2021 00:00:07;-1.060;0.048
Tilt 1;28.08.2021 01:00:04;-1.060;0.048
Tilt 1;28.08.2021 02:00:04;-1.060;0.050
Tilt 1;28.08.2021 03:00:05;-1.060;0.048
Tilt 1;28.08.2021 04:00:07;-1.060;0.050
Tilt 1;28.08.2021 05:00:05;-1.062;0.052
Tilt 1;28.08.2021 06:00:04;-1.060;0.052
Tilt 1;28.08.2021 07:00:05;-1.060;0.052
Tilt 1;28.08.2021 08:00:07;-1.062;0.050
Tilt 1;28.08.2021 09:00:05;-1.064;0.048
Tilt 1;28.08.2021 10:00:04;-1.067;0.044
Tilt 1;28.08.2021 11:00:04;-1.064;0.042
Tilt 1;28.08.2021 12:00:07;-1.060;0.041
Tilt 1;28.08.2021 13:00:05;-1.058;0.039
Tilt 1;28.08.2021 14:00:05;-1.058;0.035
Tilt 1;28.08.2021 15:00:04;-1.060;0.035
Tilt 1;28.08.2021 16:00:07;-1.056;0.035
Tilt 1;28.08.2021 17:00:04;-1.060;0.035
Tilt 1;28.08.2021 18:00:04;-1.053;0.042
Tilt 1;28.08.2021 19:00:05;-1.053;0.050
Tilt 1;28.08.2021 20:00:07;-1.056;0.044
Tilt 1;28.08.2021 21:00:04;-1.060;0.046
Tilt 1;28.08.2021 22:00:04;-1.060;0.046
Tilt 1;28.08.2021 23:00:05;-1.058;0.048
Tilt 1;29.08.2021 00:00:06;-1.058;0.048
Tilt 1;29.08.2021 01:00:04;-1.060;0.048
Tilt 1;29.08.2021 02:00:04;-1.060;0.048
